,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
24572,28,68900,MORTGAGE,1.0,PERSONAL,E,18000,17.39,1,0.26,N,7,0.2612481857764877
24573,28,75000,OWN,11.0,EDUCATION,B,12000,12.69,0,0.16,N,5,0.16
24574,29,60000,RENT,11.0,EDUCATION,C,10000,11.97,0,0.17,N,5,0.16666666666666666
24575,27,60132,RENT,11.0,VENTURE,B,10000,10.62,0,0.17,N,6,0.1663008048958957
24576,29,75000,OWN,1.0,VENTURE,B,18000,12.42,0,0.24,N,9,0.24
24577,33,60626,RENT,3.0,VENTURE,B,10000,10.74,0,0.16,N,6,0.16494573285389108
24578,30,75000,OWN,14.0,VENTURE,C,10000,14.27,0,0.13,Y,6,0.13333333333333333
24579,29,61000,RENT,12.0,VENTURE,D,10000,16.07,0,0.16,N,9,0.16393442622950818
24580,28,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,8.9,0,0.2,N,9,0.2
24581,35,75000,OWN,9.0,VENTURE,A,7600,7.49,0,0.1,N,7,0.10133333333333333
24582,27,43200,RENT,9.0,MEDICAL,C,4000,13.48,0,0.09,N,7,0.09259259259259259
24583,34,44000,RENT,2.0,VENTURE,B,4000,10.36,0,0.09,N,9,0.09090909090909091
24584,33,75000,MORTGAGE,4.0,PERSONAL,A,6000,7.9,0,0.08,N,8,0.08
24585,32,75000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,12000,10.65,0,0.16,N,5,0.16
24586,27,75000,MORTGAGE,0.0,PERSONAL,A,7500,8.9,0,0.1,N,10,0.1
24587,29,75000,OWN,5.0,VENTURE,B,6000,12.69,0,0.08,N,7,0.08
24588,28,45000,RENT,0.0,EDUCATION,A,4000,7.49,0,0.09,N,8,0.08888888888888889
24589,28,75000,MORTGAGE,5.0,MEDICAL,A,16800,6.03,0,0.22,N,8,0.224
24590,35,75000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,4000,14.27,0,0.05,Y,5,0.05333333333333334
24591,27,75000,MORTGAGE,6.0,PERSONAL,A,3500,6.03,0,0.05,N,10,0.04666666666666667
24592,29,39000,RENT,0.0,VENTURE,D,4000,15.99,1,0.1,Y,5,0.10256410256410256
24593,28,75000,MORTGAGE,2.0,PERSONAL,C,15000,14.65,0,0.2,Y,7,0.2
24594,32,75000,MORTGAGE,14.0,PERSONAL,C,5600,15.96,0,0.07,Y,9,0.07466666666666667
24595,31,45000,RENT,0.0,EDUCATION,C,4000,13.43,0,0.09,N,6,0.08888888888888889
24596,28,69000,MORTGAGE,4.0,EDUCATION,D,30000,15.31,1,0.43,Y,9,0.43478260869565216
24597,27,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6625,10.99,0,0.09,N,10,0.08833333333333333
24598,30,75000,MORTGAGE,3.0,VENTURE,A,18750,7.9,0,0.25,N,6,0.25
24599,31,75000,MORTGAGE,8.0,EDUCATION,D,16500,16.77,0,0.22,Y,8,0.22
24600,30,45200,RENT,0.0,MEDICAL,B,4000,10.59,0,0.09,N,8,0.08849557522123894
24601,29,45204,RENT,8.0,MEDICAL,B,4000,11.48,0,0.09,N,7,0.08848774444739403
24602,35,75000,MORTGAGE,2.0,PERSONAL,C,20000,13.49,0,0.27,Y,5,0.26666666666666666
24603,32,75000,MORTGAGE,8.0,MEDICAL,A,14000,6.03,0,0.19,N,10,0.18666666666666668
24604,27,45468,RENT,2.0,VENTURE,C,4000,13.99,0,0.09,Y,5,0.08797395970792646
24605,33,75000,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0,0.08,N,8,0.08
24606,32,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12000,11.71,0,0.16,N,6,0.16
24607,31,62004,RENT,1.0,VENTURE,C,10000,12.84,0,0.16,N,5,0.16127991742468228
24608,34,75000,MORTGAGE,3.0,MEDICAL,A,3000,7.9,0,0.04,N,5,0.04
24609,31,69000,MORTGAGE,15.0,EDUCATION,A,4050,7.51,1,0.06,N,7,0.058695652173913045
24610,35,69000,MORTGAGE,2.0,VENTURE,D,25500,17.27,1,0.37,N,5,0.3695652173913043
24611,29,63000,RENT,13.0,MEDICAL,A,10000,7.49,0,0.16,N,8,0.15873015873015872
24612,29,63000,RENT,5.0,PERSONAL,D,10000,15.33,0,0.16,N,9,0.15873015873015872
24613,33,75000,MORTGAGE,13.0,MEDICAL,B,25000,10.65,0,0.33,N,7,0.3333333333333333
24614,27,64000,RENT,0.0,PERSONAL,C,10000,15.27,0,0.16,Y,10,0.15625
24615,32,64000,RENT,1.0,EDUCATION,B,10000,12.69,0,0.16,N,10,0.15625
24616,29,75000,MORTGAGE,2.0,MEDICAL,C,8000,12.99,0,0.11,N,10,0.10666666666666667
24617,29,75000,MORTGAGE,8.0,MEDICAL,A,4200,5.42,0,0.06,N,9,0.056
24618,30,64000,RENT,4.0,DEBTCONSOLIDATION,B,10000,11.99,0,0.16,N,6,0.15625
24619,28,64000,RENT,1.0,HOMEIMPROVEMENT,C,10000,11.66,0,0.16,Y,8,0.15625
24620,28,64125,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.16,N,7,0.15594541910331383
24621,31,75000,MORTGAGE,4.0,MEDICAL,B,13800,10.99,0,0.18,N,9,0.184
24622,29,75000,MORTGAGE,6.0,MEDICAL,A,8000,5.42,0,0.11,N,5,0.10666666666666667
24623,31,75000,MORTGAGE,6.0,VENTURE,A,3000,8.49,0,0.04,N,5,0.04
24624,29,64500,RENT,5.0,MEDICAL,A,10000,8.94,0,0.16,N,7,0.15503875968992248
24625,29,75000,MORTGAGE,2.0,PERSONAL,A,9000,7.49,0,0.12,N,6,0.12
24626,32,75000,MORTGAGE,6.0,PERSONAL,B,5000,11.49,0,0.07,N,8,0.06666666666666667
24627,28,64600,RENT,3.0,PERSONAL,C,10000,13.48,0,0.15,Y,7,0.15479876160990713
24628,33,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.13,N,10,0.13333333333333333
24629,32,75000,MORTGAGE,5.0,VENTURE,C,16000,13.49,0,0.21,N,8,0.21333333333333335
24630,31,64900,RENT,2.0,MEDICAL,A,10000,7.66,0,0.15,N,5,0.15408320493066255
24631,30,75000,MORTGAGE,11.0,PERSONAL,B,5000,10.99,0,0.07,N,10,0.06666666666666667
24632,35,59000,RENT,5.0,PERSONAL,C,10000,13.49,1,0.17,Y,10,0.1694915254237288
24633,30,65000,RENT,3.0,EDUCATION,C,10000,14.27,0,0.15,Y,7,0.15384615384615385
24634,29,75000,OWN,4.0,EDUCATION,D,5000,15.62,0,0.07,N,10,0.06666666666666667
24635,33,65000,RENT,4.0,MEDICAL,B,10000,11.99,0,0.15,N,9,0.15384615384615385
24636,27,75000,OWN,11.0,PERSONAL,D,16000,16.89,0,0.21,Y,5,0.21333333333333335
24637,29,75000,MORTGAGE,9.0,PERSONAL,B,8000,11.99,0,0.11,N,5,0.10666666666666667
24638,31,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2500,12.99,0,0.03,Y,5,0.03333333333333333
24639,30,65000,RENT,3.0,PERSONAL,C,10000,12.73,0,0.15,Y,6,0.15384615384615385
24640,27,58650,MORTGAGE,11.0,MEDICAL,A,4000,5.42,1,0.06,N,6,0.06820119352088662
24641,28,65000,RENT,12.0,VENTURE,D,10000,14.96,0,0.15,Y,6,0.15384615384615385
24642,28,65004,RENT,12.0,PERSONAL,A,10000,7.88,0,0.15,N,6,0.15383668697310934
24643,27,66000,RENT,6.0,VENTURE,A,10000,7.9,0,0.15,N,7,0.15151515151515152
24644,35,75000,MORTGAGE,9.0,EDUCATION,A,10000,7.29,0,0.13,N,9,0.13333333333333333
24645,29,66000,RENT,4.0,VENTURE,A,10000,7.9,0,0.15,N,6,0.15151515151515152
24646,28,66000,RENT,9.0,VENTURE,A,10000,7.9,0,0.15,N,9,0.15151515151515152
24647,32,66000,RENT,4.0,MEDICAL,B,10000,11.71,0,0.15,N,9,0.15151515151515152
24648,33,66500,RENT,13.0,VENTURE,B,10000,10.95,0,0.15,N,6,0.15037593984962405
24649,35,75000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000,5.79,0,0.12,N,9,0.12
24650,31,75000,MORTGAGE,2.0,EDUCATION,A,12000,7.29,0,0.16,N,10,0.16
24651,29,75000,MORTGAGE,3.0,EDUCATION,B,16950,10.37,0,0.23,N,10,0.226
24652,27,75000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.13,N,7,0.13333333333333333
24653,30,67202,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.15,N,7,0.14880509508645576
24654,35,67500,RENT,3.0,MEDICAL,B,10000,10.65,0,0.15,N,7,0.14814814814814814
24655,28,58650,MORTGAGE,5.0,MEDICAL,D,20000,14.91,1,0.29,Y,10,0.3410059676044331
24656,29,68000,RENT,2.0,PERSONAL,C,10000,14.27,0,0.15,N,8,0.14705882352941177
24657,32,62000,RENT,8.0,VENTURE,D,10000,17.27,1,0.16,Y,7,0.16129032258064516
24658,29,68000,RENT,1.0,MEDICAL,B,10000,10.65,0,0.15,N,5,0.14705882352941177
24659,34,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,20000,13.06,0,0.27,N,8,0.26666666666666666
24660,34,75000,MORTGAGE,6.0,VENTURE,A,8000,5.42,0,0.11,N,10,0.10666666666666667
24661,30,68000,RENT,7.0,PERSONAL,B,10000,10.75,0,0.15,N,7,0.14705882352941177
24662,27,68000,RENT,0.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.15,N,5,0.14705882352941177
24663,34,75000,MORTGAGE,14.0,MEDICAL,B,10000,11.11,0,0.13,N,10,0.13333333333333333
24664,28,68496,RENT,8.0,PERSONAL,B,10000,10.99,0,0.15,N,5,0.14599392665265126
24665,29,68500,RENT,4.0,VENTURE,B,10000,12.53,0,0.15,N,7,0.145985401459854
24666,30,68580,RENT,3.0,VENTURE,A,10000,7.88,0,0.15,N,10,0.1458151064450277
24667,29,75000,MORTGAGE,11.0,MEDICAL,A,10000,5.42,0,0.13,N,9,0.13333333333333333
24668,34,69204,RENT,4.0,PERSONAL,B,10000,12.18,0,0.14,N,6,0.1445003179006994
24669,30,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,12.98,0,0.2,N,8,0.2
24670,33,75000,MORTGAGE,6.0,PERSONAL,A,12000,5.42,0,0.16,N,10,0.16
24671,27,70000,RENT,11.0,MEDICAL,B,10000,10.65,0,0.14,N,10,0.14285714285714285
24672,29,75000,MORTGAGE,7.0,EDUCATION,A,6125,7.49,0,0.08,N,8,0.08166666666666667
24673,28,69000,MORTGAGE,9.0,EDUCATION,A,15000,6.54,1,0.22,N,5,0.21739130434782608
24674,31,70000,RENT,0.0,PERSONAL,C,10000,13.48,0,0.14,Y,8,0.14285714285714285
24675,33,75000,OWN,5.0,HOMEIMPROVEMENT,A,17000,6.54,0,0.23,N,5,0.22666666666666666
24676,29,70000,RENT,1.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.14,N,8,0.14285714285714285
24677,35,70000,RENT,1.0,HOMEIMPROVEMENT,C,10000,13.98,0,0.14,N,7,0.14285714285714285
24678,27,75000,MORTGAGE,6.0,MEDICAL,A,10000,5.79,0,0.13,N,7,0.13333333333333333
24679,32,75000,MORTGAGE,16.0,EDUCATION,C,5000,12.61,0,0.07,Y,10,0.06666666666666667
24680,35,70000,RENT,4.0,VENTURE,E,10000,16.45,0,0.14,Y,10,0.14285714285714285
24681,28,70000,RENT,2.0,MEDICAL,C,10000,13.48,0,0.14,Y,9,0.14285714285714285
24682,28,75000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,16000,6.17,0,0.21,N,6,0.21333333333333335
24683,27,70000,RENT,2.0,EDUCATION,B,10000,10.99,0,0.14,N,6,0.14285714285714285
24684,35,70360,RENT,8.0,EDUCATION,A,10000,6.62,0,0.14,N,5,0.14212620807276863
24685,30,75000,OWN,0.0,EDUCATION,A,10000,7.88,0,0.13,N,5,0.13333333333333333
24686,30,75000,MORTGAGE,12.0,PERSONAL,A,8000,7.14,0,0.11,N,9,0.10666666666666667
24687,32,75000,MORTGAGE,3.0,VENTURE,B,10000,10.38,0,0.13,N,10,0.13333333333333333
24688,29,75000,MORTGAGE,3.0,PERSONAL,B,4000,10.75,0,0.05,N,9,0.05333333333333334
24689,27,71020,RENT,1.0,MEDICAL,C,10000,12.53,0,0.14,N,6,0.14080540692762603
24690,33,75000,MORTGAGE,2.0,MEDICAL,A,10000,7.88,0,0.13,N,9,0.13333333333333333
24691,30,75000,MORTGAGE,11.0,MEDICAL,A,15000,7.88,0,0.2,N,9,0.2
24692,29,58650,MORTGAGE,5.0,MEDICAL,E,3000,17.19,1,0.04,N,6,0.05115089514066496
24693,29,71500,RENT,2.0,MEDICAL,C,10000,13.57,0,0.14,N,6,0.13986013986013987
24694,29,75000,OWN,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.16,N,5,0.16
24695,33,75000,MORTGAGE,17.0,MEDICAL,C,12000,13.48,0,0.16,Y,8,0.16
24696,31,75000,MORTGAGE,3.0,EDUCATION,B,12000,10.38,0,0.16,N,10,0.16
24697,30,75000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,21000,14.35,0,0.28,Y,5,0.28
24698,30,66000,RENT,5.0,EDUCATION,D,10000,14.83,1,0.15,Y,9,0.15151515151515152
24699,30,72000,RENT,1.0,DEBTCONSOLIDATION,B,10000,9.99,0,0.14,N,7,0.1388888888888889
24700,34,72000,RENT,2.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.14,N,7,0.1388888888888889
24701,28,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10500,7.49,0,0.14,N,9,0.14
24702,27,75000,MORTGAGE,3.0,VENTURE,B,4000,11.49,0,0.05,N,7,0.05333333333333334
24703,34,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.08,N,7,0.08
24704,28,66000,RENT,12.0,DEBTCONSOLIDATION,D,10000,15.7,1,0.15,N,5,0.15151515151515152
24705,27,75000,OWN,3.0,HOMEIMPROVEMENT,C,25000,13.85,0,0.33,N,10,0.3333333333333333
24706,29,75000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,4200,10.99,0,0.06,N,6,0.056
24707,28,69000,MORTGAGE,5.0,DEBTCONSOLIDATION,F,25000,19.41,1,0.36,Y,5,0.36231884057971014
24708,34,73000,RENT,0.0,PERSONAL,B,10000,11.11,0,0.14,N,10,0.136986301369863
24709,32,73000,RENT,4.0,DEBTCONSOLIDATION,A,10000,8.59,0,0.14,N,8,0.136986301369863
24710,32,75000,MORTGAGE,10.0,VENTURE,E,20000,16.45,0,0.27,Y,8,0.26666666666666666
24711,28,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,9600,10.62,0,0.13,N,7,0.128
24712,28,74000,RENT,12.0,HOMEIMPROVEMENT,B,10000,11.71,0,0.14,N,8,0.13513513513513514
24713,33,74000,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.14,N,8,0.13513513513513514
24714,33,74520,RENT,4.0,HOMEIMPROVEMENT,D,10000,16.89,0,0.13,N,10,0.13419216317767044
24715,27,75000,MORTGAGE,4.0,PERSONAL,B,20150,11.36,0,0.27,N,6,0.26866666666666666
24716,33,75000,RENT,4.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.13,N,6,0.13333333333333333
24717,28,75000,RENT,6.0,VENTURE,A,10000,7.9,0,0.13,N,5,0.13333333333333333
24718,35,75000,OWN,2.0,MEDICAL,B,25000,10.99,0,0.33,N,7,0.3333333333333333
24719,27,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,8500,17.19,0,0.11,N,5,0.11333333333333333
24720,29,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,14400,13.92,0,0.19,N,9,0.192
24721,32,75000,MORTGAGE,10.0,PERSONAL,C,22000,13.92,0,0.29,N,10,0.29333333333333333
24722,32,75000,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.29,0,0.13,N,10,0.13333333333333333
24723,32,75000,MORTGAGE,2.0,EDUCATION,D,2000,15.65,0,0.03,Y,10,0.02666666666666667
24724,30,75000,RENT,2.0,HOMEIMPROVEMENT,A,10000,7.29,0,0.13,N,9,0.13333333333333333
24725,27,75000,RENT,9.0,EDUCATION,B,10000,9.63,0,0.13,N,9,0.13333333333333333
24726,34,75000,RENT,2.0,PERSONAL,B,10000,10.0,0,0.13,N,8,0.13333333333333333
24727,27,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,23200,15.31,0,0.31,N,9,0.30933333333333335
24728,34,58650,MORTGAGE,7.0,MEDICAL,G,12000,20.17,1,0.17,Y,10,0.20460358056265984
24729,32,75000,MORTGAGE,5.0,PERSONAL,C,15000,13.57,0,0.2,N,6,0.2
24730,31,75000,MORTGAGE,8.0,VENTURE,B,15600,11.83,0,0.21,N,5,0.208
24731,30,75000,MORTGAGE,4.0,VENTURE,B,15000,11.48,0,0.2,N,7,0.2
24732,28,75000,MORTGAGE,2.0,MEDICAL,B,20000,12.18,0,0.27,N,5,0.26666666666666666
24733,28,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,11.48,0,0.08,N,8,0.08
24734,27,75000,MORTGAGE,1.0,PERSONAL,C,18000,13.57,0,0.24,Y,9,0.24
24735,31,75000,RENT,1.0,MEDICAL,C,10000,13.47,0,0.13,Y,6,0.13333333333333333
24736,28,75000,MORTGAGE,10.0,MEDICAL,A,9800,7.49,0,0.13,N,7,0.13066666666666665
24737,29,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.48,0,0.13,N,10,0.13333333333333333
24738,28,77250,RENT,1.0,PERSONAL,B,10000,9.2,0,0.13,N,7,0.12944983818770225
24739,31,60775,RENT,4.0,MEDICAL,D,10000,16.49,1,0.14,Y,6,0.16454134101192924
24740,31,75000,MORTGAGE,3.0,VENTURE,F,8000,18.21,0,0.11,Y,7,0.10666666666666667
24741,34,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8400,13.48,0,0.11,Y,8,0.112
24742,29,75000,MORTGAGE,1.0,MEDICAL,A,12000,9.63,0,0.16,N,6,0.16
24743,32,75000,MORTGAGE,0.0,EDUCATION,B,10000,11.89,0,0.13,N,5,0.13333333333333333
24744,31,78504,RENT,2.0,EDUCATION,C,10000,11.41,0,0.13,Y,8,0.12738204422704574
24745,35,79000,RENT,7.0,MEDICAL,A,10000,7.51,0,0.13,N,8,0.12658227848101267
24746,33,75000,MORTGAGE,13.0,VENTURE,D,4000,14.11,0,0.05,N,7,0.05333333333333334
24747,28,75000,MORTGAGE,5.0,VENTURE,B,10000,12.21,0,0.13,N,5,0.13333333333333333
24748,28,79200,RENT,6.0,MEDICAL,A,10000,7.66,0,0.13,N,10,0.12626262626262627
24749,29,80000,RENT,3.0,EDUCATION,D,10000,17.27,0,0.13,N,8,0.125
24750,30,69000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,8500,13.48,1,0.12,N,5,0.12318840579710146
24751,34,80000,RENT,6.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.13,N,7,0.125
24752,28,75000,OTHER,4.0,VENTURE,D,7200,15.05,0,0.1,Y,6,0.096
24753,31,75000,MORTGAGE,0.0,EDUCATION,D,20000,14.74,0,0.27,N,10,0.26666666666666666
24754,31,80000,RENT,6.0,PERSONAL,A,10000,7.49,0,0.13,N,9,0.125
24755,27,75000,OWN,11.0,HOMEIMPROVEMENT,C,6000,13.47,0,0.08,N,7,0.08
24756,27,75000,MORTGAGE,0.0,EDUCATION,A,4200,9.32,0,0.06,N,8,0.056
24757,27,75000,MORTGAGE,2.0,VENTURE,B,8000,10.95,0,0.11,N,7,0.10666666666666667
24758,33,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,12.21,0,0.2,N,10,0.2
24759,34,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6500,9.38,0,0.09,N,7,0.08666666666666667
24760,31,80000,RENT,3.0,VENTURE,A,10000,7.66,0,0.13,N,7,0.125
24761,27,75000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3900,10.51,0,0.05,N,8,0.052
24762,27,58650,MORTGAGE,5.0,MEDICAL,E,7500,15.07,1,0.11,Y,9,0.1278772378516624
24763,28,75000,MORTGAGE,12.0,VENTURE,C,15250,11.34,0,0.2,N,5,0.20333333333333334
24764,33,75000,OWN,17.0,PERSONAL,A,6000,7.68,0,0.08,N,7,0.08
24765,29,75000,MORTGAGE,0.0,PERSONAL,B,3000,9.45,0,0.04,N,10,0.04
24766,30,69000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14000,10.14,1,0.2,N,10,0.2028985507246377
24767,31,80000,RENT,0.0,HOMEIMPROVEMENT,A,10000,8.59,0,0.13,N,6,0.125
24768,27,75000,MORTGAGE,11.0,EDUCATION,E,21000,15.2,0,0.28,N,8,0.28
24769,27,75000,OWN,0.0,HOMEIMPROVEMENT,A,7500,8.38,0,0.1,N,6,0.1
24770,29,69000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,25000,12.8,1,0.36,Y,5,0.36231884057971014
24771,27,80004,RENT,11.0,PERSONAL,D,10000,15.2,0,0.12,N,7,0.12499375031248437
24772,35,75000,MORTGAGE,5.0,PERSONAL,B,5000,8.7,0,0.07,N,9,0.06666666666666667
24773,35,80004,RENT,5.0,EDUCATION,A,10000,7.51,0,0.12,N,10,0.12499375031248437
24774,30,81004,RENT,3.0,VENTURE,A,10000,6.91,0,0.12,N,9,0.12345069379289912
24775,27,75288,MORTGAGE,12.0,MEDICAL,B,18050,10.0,0,0.24,N,10,0.2397460418659016
24776,32,75333,MORTGAGE,1.0,EDUCATION,B,15000,11.58,0,0.2,N,5,0.19911592529170483
24777,27,75400,MORTGAGE,3.0,MEDICAL,A,6000,7.74,0,0.08,N,9,0.07957559681697612
24778,27,75500,MORTGAGE,8.0,EDUCATION,A,9000,7.9,0,0.12,N,5,0.11920529801324503
24779,28,75500,MORTGAGE,12.0,EDUCATION,D,3500,14.91,0,0.05,N,9,0.046357615894039736
24780,35,75573,MORTGAGE,9.0,HOMEIMPROVEMENT,B,22000,9.88,0,0.29,N,8,0.2911092585976473
24781,29,83000,RENT,13.0,EDUCATION,B,10000,11.99,0,0.12,N,6,0.12048192771084337
24782,27,75600,MORTGAGE,4.0,PERSONAL,C,25000,13.61,0,0.33,N,6,0.3306878306878307
24783,28,83004,RENT,3.0,DEBTCONSOLIDATION,B,10000,11.86,0,0.12,N,10,0.1204761216326924
24784,28,65984,RENT,12.0,MEDICAL,D,10000,15.33,1,0.13,N,5,0.15155189136760427
24785,27,75670,MORTGAGE,0.0,MEDICAL,A,10000,8.94,0,0.13,N,10,0.13215276860050218
24786,30,75689,MORTGAGE,13.0,HOMEIMPROVEMENT,C,10000,13.48,0,0.13,N,8,0.1321195946570836
24787,33,75693,MORTGAGE,5.0,EDUCATION,B,22000,10.25,0,0.29,N,10,0.29064774814051497
24788,27,77976,RENT,2.0,VENTURE,C,10000,13.85,1,0.13,Y,5,0.1282445880783831
24789,29,59354,MORTGAGE,5.0,MEDICAL,D,9600,13.67,1,0.14,Y,10,0.1617414159113118
24790,27,75852,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,9.32,0,0.05,N,9,0.05273427200337499
24791,33,78000,RENT,7.0,HOMEIMPROVEMENT,C,10000,13.06,1,0.13,Y,9,0.1282051282051282
24792,30,59497,MORTGAGE,4.0,MEDICAL,D,17000,16.89,1,0.24,N,8,0.2857286922029682
24793,29,75996,OWN,3.0,VENTURE,B,8000,10.74,0,0.11,N,10,0.10526869835254488
24794,32,84456,RENT,5.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.12,N,10,0.11840484986265037
24795,33,84996,RENT,17.0,EDUCATION,A,10000,8.0,0,0.12,N,10,0.11765259541625488
24796,27,84996,RENT,12.0,PERSONAL,B,10000,10.51,0,0.12,N,7,0.11765259541625488
24797,29,76000,OWN,13.0,MEDICAL,D,28000,16.77,0,0.37,N,10,0.3684210526315789
24798,33,85000,RENT,0.0,PERSONAL,B,10000,10.99,0,0.12,N,5,0.11764705882352941
24799,30,85000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.62,0,0.12,N,9,0.11764705882352941
24800,27,76000,MORTGAGE,7.0,EDUCATION,B,6400,10.65,0,0.08,N,7,0.08421052631578947
24801,28,70000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,9000,5.42,1,0.13,N,7,0.12857142857142856
24802,34,85000,RENT,3.0,HOMEIMPROVEMENT,C,10000,12.87,0,0.12,N,7,0.11764705882352941
24803,30,85000,RENT,0.0,DEBTCONSOLIDATION,C,10000,13.16,0,0.12,Y,10,0.11764705882352941
24804,27,76000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.16,N,6,0.15789473684210525
24805,35,76000,MORTGAGE,6.0,PERSONAL,A,10000,5.42,0,0.13,N,10,0.13157894736842105
24806,30,76000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6250,7.88,0,0.08,N,10,0.08223684210526316
24807,27,85248,RENT,0.0,MEDICAL,B,10000,9.99,0,0.12,N,9,0.1173048048048048
24808,27,76000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.13,N,9,0.13157894736842105
24809,29,88000,RENT,7.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.11,N,5,0.11363636363636363
24810,27,88000,RENT,4.0,VENTURE,A,10000,7.51,0,0.11,N,7,0.11363636363636363
24811,31,89000,RENT,1.0,VENTURE,B,10000,10.99,0,0.11,N,9,0.11235955056179775
24812,27,89904,RENT,1.0,EDUCATION,B,10000,10.0,0,0.11,N,5,0.11122975618437445
24813,34,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,17000,11.14,1,0.24,N,8,0.24285714285714285
24814,31,78000,RENT,15.0,EDUCATION,C,10000,14.27,1,0.13,N,10,0.1282051282051282
24815,27,90000,RENT,7.0,VENTURE,C,10000,14.27,0,0.11,Y,8,0.1111111111111111
24816,30,76080,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,11.14,0,0.16,N,5,0.15772870662460567
24817,29,76176,MORTGAGE,12.0,MEDICAL,A,4800,6.99,0,0.06,N,7,0.0630119722747322
24818,30,76200,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3200,8.49,0,0.04,N,7,0.04199475065616798
24819,29,76200,MORTGAGE,13.0,EDUCATION,A,20000,6.91,0,0.26,N,7,0.26246719160104987
24820,33,76248,MORTGAGE,17.0,MEDICAL,A,10400,7.66,0,0.14,N,5,0.13639702024971148
24821,27,90000,RENT,4.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.11,N,10,0.1111111111111111
24822,30,90000,RENT,14.0,PERSONAL,D,10000,15.62,0,0.11,Y,6,0.1111111111111111
24823,30,76404,MORTGAGE,14.0,MEDICAL,A,12000,6.54,0,0.16,N,5,0.1570598397989634
24824,27,90000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.11,N,7,0.1111111111111111
24825,28,76500,MORTGAGE,12.0,MEDICAL,B,10000,12.42,0,0.13,N,7,0.13071895424836602
24826,29,76500,MORTGAGE,13.0,EDUCATION,A,13475,8.94,0,0.18,N,9,0.17614379084967322
24827,32,90000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.12,0,0.11,N,8,0.1111111111111111
24828,29,76596,MORTGAGE,14.0,HOMEIMPROVEMENT,C,17600,13.16,0,0.23,N,7,0.22977701185440494
